BVP,Heart Rate,Alpha,Beta,Gamma,Label
20.675,78.372,7.908,6.047,1.383,1
20.659,78.372,-7.962,-4.162,-0.576,1
20.655,78.372,-1.513,1.837,-0.386,1
20.658,78.372,6.943,-0.722,-1.059,1
20.982,78.372,-3.4,1.11,2.025,1
21.746,78.372,-0.278,-2.323,1.478,1
22.276,78.372,0.511,0.444,-1.495,1
22.138,78.372,-1.413,1.54,-1.366,1
21.617,78.372,3.185,0.452,0.896,1
21.298,78.372,-2.176,-1.512,1.015,1
21.254,80,-1.572,0.156,-2.091,1
21.287,80.005,3.471,1.824,-0.56,1
21.271,80.005,-1.351,-1.947,0.149,1
21.225,80.005,-1.623,2.539,1.682,1
21.201,80.005,2.223,-6.273,-2.791,1
21.199,80.005,-0.521,9.843,-1.153,1
21.2,80.005,-1.104,-7.059,1.031,1
21.215,80.005,1.375,1.741,-0.212,1
21.248,80.005,-0.27,1.881,2.536,1
21.296,80.005,-1.751,-2.048,2.622,1
21.343,80.005,2.705,0.099,1.953,1
21.356,80.005,-0.932,2.411,-1.507,1
21.336,80.005,-2.169,-5,-1.302,1
21.303,80.005,3.058,2.983,1.837,1
21.267,80.005,-1.319,1.435,-2.608,1
21.238,80.005,0.373,-1.256,-0.135,1
21.22,80.005,-1.221,-0.898,-0.506,1
21.217,80.005,0.641,0.003,2.598,1
21.22,80.005,2.697,2.176,3.116,1
21.238,80.005,-4.633,-3.008,-1.326,1
21.656,80.005,1.272,1.833,-0.35,1
22.144,80.005,3.398,-0.131,-1.228,1
22.1,80.005,-2.894,-1.949,1.942,1
21.825,80.005,-0.775,3.469,1.48,1
21.708,79.175,0.812,-3.902,-1.414,1
21.738,79.18,1.85,2.903,-1.832,1
21.783,79.18,-0.785,-0.888,-0.291,1
21.768,79.18,-2.907,-1.957,-0.528,1
21.723,79.18,2.151,3.976,-1.938,1
21.695,79.18,1.566,-4.103,0.481,1
21.69,79.18,-1.151,2.055,1.146,1
21.69,79.18,-1.288,-0.356,-0.098,1
21.694,79.18,-0.439,0.593,0.462,1
21.701,79.18,3.472,-1.63,1.296,1
21.704,79.18,-1.82,1.934,1.587,1
21.706,79.18,-2.406,-1.627,-1.21,1
21.723,79.18,3.311,0.861,0.333,1
21.722,79.18,-1.052,-0.153,0.108,1
21.711,79.18,-0.761,0.003,-0.847,1
21.693,79.18,1.123,-0.228,-1.688,1
21.68,79.18,-0.581,1.395,-0.617,1
21.676,79.18,0.304,-2.377,4.726,1
21.662,79.18,-0.59,2.311,0.526,1
21.639,79.18,-0.266,-0.634,-0.918,1
21.626,79.18,2.117,-1.834,-0.5,1
21.832,79.18,-2.763,3.047,-1.49,1
22.149,79.18,1.48,-2.165,0.099,1
22.172,79.18,0.932,0.247,3.037,1
22.069,79.18,-2.772,1.475,3.973,1
22.014,77.576,2.774,-0.9,0.563,1
22.026,77.581,-0.698,0.798,-3.358,1
22.051,77.581,-2.354,-2.277,-2.075,1
22.045,77.581,2.936,4.174,0.63,1
22.01,77.581,-0.007,-4.781,0.601,1
21.997,77.581,-1.769,5.007,2.604,1
22,77.581,0.384,-4.158,1.552,1
22.003,77.581,1.412,2.187,0.162,1
22.004,77.581,-0.857,0.201,-1.29,1
22.003,77.581,-1.614,-3.142,-0.338,1
22.006,77.581,-0.654,6.395,2.507,1
22.006,77.581,5.646,-7.966,1.238,1
21.999,77.581,-2.35,5.802,0.197,1
21.996,77.581,-5.046,-3.016,0,1
22.002,77.581,3.952,-0.744,-2.116,1
22.006,77.581,1.856,2.153,-0.982,1
22.006,77.581,-1.317,-1.088,0.067,1
22.001,77.581,-1.992,-0.179,0.284,1
21.995,77.581,0.216,1.078,2.757,1
21.986,77.581,1.745,-1.161,0.671,1
22.058,77.581,0.778,1.839,0.509,1
22.114,77.581,-1.455,-1.118,-1.759,1
21.84,77.581,-1.973,1.094,-1.816,1
21.276,77.581,2.599,-3.636,1.805,1
20.918,77.581,1.11,5.776,-1.683,1
20.894,76.8,-3.219,-5.017,-0.374,1
20.974,76.805,1.701,3.997,3.376,1
21.007,76.805,0.196,-3.864,0.295,1
21.007,76.805,-1.184,2.145,-1.783,1
21.028,76.805,1.628,1.035,-1.451,1
21.104,76.805,-0.888,-2.845,0.543,1
21.194,76.805,0.166,1.025,0.06,1
21.278,76.805,-0.409,0.387,-0.617,1
21.37,76.805,-0.949,-0.226,0.995,1
21.463,76.805,3.04,-0.987,1.451,1
21.544,76.805,-1.669,1.852,0.895,1
21.603,76.805,-2.47,-0.883,1.482,1
21.643,76.805,4.68,-0.296,-1.705,1
21.682,76.805,-1.865,-1.07,-1.418,1
21.736,76.805,-3.531,1.982,-0.727,1
21.792,76.805,4.229,-0.313,1.891,1
21.857,76.805,0.871,-3.006,1.979,1
21.937,76.805,-3.927,5.028,-1.3,1
22.019,76.805,0.843,-4.722,-0.706,1
22.103,76.805,3.137,3.097,0.172,1
22.176,76.805,-2.709,0.338,-0.016,1
22.271,76.805,-0.606,-3.48,-2.037,1
22.271,76.805,2.438,3.23,1.205,1
21.722,76.805,-1.617,0.574,1.699,1
20.933,76.805,0.774,-2.971,-0.267,1
20.528,74.563,-0.281,2.264,0.294,1
20.517,74.568,-1.867,0.43,1.427,1
20.62,74.568,3.394,-3.664,3.089,1
20.68,74.568,-1.123,4.04,-1.47,1
20.714,74.568,-2.39,-2.908,-2.732,1
20.769,74.568,2.914,1.353,-0.657,1
20.874,74.568,-0.598,0.228,-1.083,1
20.989,74.568,-1.22,-0.938,-3.444,1
21.103,74.568,0.625,-0.121,-0.105,1
21.224,74.568,0.211,-0.004,2.697,1
21.339,74.568,0.736,0.785,1.218,1
21.438,74.568,-1.86,0.609,0.845,1
21.518,74.568,1.229,-1.522,1.02,1
21.587,74.568,1.322,0.328,-0.4,1
21.667,74.568,-3.747,1.444,1.222,1
21.743,74.568,2.315,-2.577,1.719,1
21.83,74.568,2.353,3.282,-0.191,1
21.939,74.568,-3.737,-0.303,0.024,1
22.063,74.568,-0.015,-2.364,0.925,1
22.178,74.568,2.979,2.515,-0.363,1
22.295,74.568,-1.217,-0.051,-2.5,1
22.403,74.568,-0.646,-3.535,0.736,1
22.524,74.568,-0.203,5.478,-1.486,1
22.149,74.568,-1.011,-4.802,-1.113,1
20.957,74.568,2.043,4.653,2.6,1
19.976,74.568,2.625,-4.134,1.029,1
19.67,75.294,-5.25,2.791,-0.617,1
19.744,75.299,-1.802,-1.197,0.777,1
19.883,75.299,8.532,-1.962,-1.262,1
19.985,75.299,-3.101,4.101,-2.112,1
20.07,75.299,-6.157,-4.337,1.582,1
20.197,75.299,5.396,4.784,1.387,1
20.352,75.299,2.195,-4.404,0.252,1
22.319,75.299,-5.028,1.947,-1.638,1
22.337,75.299,0.708,1.472,-1.298,1
22.375,75.299,3.713,-1.822,1.801,1
22.403,75.299,-2.489,-0.849,-1.963,1
22.4,75.299,-1.559,3.152,-0.732,1
22.36,75.299,2.536,-2.007,-0.212,1
22.288,75.299,0.245,-0.854,0.847,1
22.226,75.299,-3.015,2.105,0.379,1
22.189,75.299,2.194,-1.027,-1.433,1
22.173,75.299,2.015,-0.983,2.158,1
22.157,75.299,-4.714,2.171,-1.348,1
22.177,75.299,2.004,-0.793,-2.807,1
22.19,75.299,3.465,-0.089,-0.08,1
22.309,75.299,-4.953,-0.699,0.629,1
22.807,75.299,0.775,1.254,0.931,1
23.256,75.299,2.906,0.386,1.786,1
23.065,75.299,-1.176,-2.152,0.137,1
22.408,75.299,-1.807,2.989,-0.153,1
21.97,75.299,0.545,-2.539,-0.522,1
21.9,74.563,2.594,1.714,0.091,1
21.947,74.568,-2.373,0.447,-0.18,1
21.92,74.568,-0.869,-3.649,-1.299,1
21.839,74.568,2.454,4.249,0.248,1
21.79,74.568,-1.023,-2.932,-2.848,1
21.773,74.568,-0.306,1.556,-0.512,1
21.781,74.568,0.249,-0.303,1.917,1
21.808,74.568,-0.558,0.85,0.813,1
21.86,74.568,1.24,-2.106,0.596,1
21.913,74.568,-0.311,2.767,1.738,1
21.962,74.568,-1.746,-1.423,2.997,1
21.981,74.568,2.041,-1.798,-0.646,1
21.966,74.568,0.22,3.357,-2.736,1
21.926,74.568,-2.372,-2.064,-1.245,1
21.898,74.568,1.988,-0.023,0.086,1
21.881,74.568,0.122,1.062,1.375,1
21.885,74.568,-1.03,-1.711,-0.813,1
21.892,74.568,-0.043,2.054,0.565,1
21.887,74.568,0.095,-0.409,0.083,1
21.951,74.568,1.076,-1.597,-0.509,1
22.487,74.568,0.057,1.918,-0.729,1
23.303,74.568,-1.781,-0.43,1.344,1
23.575,74.568,0.275,-1.409,-0.85,1
23.102,74.568,1.648,1.952,-2.912,1
22.567,74.568,-0.074,-2.927,0.59,1
22.405,75.294,-2.662,3.197,-0.466,1
22.489,75.299,1.429,-2.862,-0.368,1
22.545,75.299,2.814,1.413,0.856,1
22.489,75.299,-3.875,0.536,1.171,1
22.408,75.299,0.562,-1.452,1.021,1
22.381,75.299,2.209,2.156,-1.783,1
22.381,75.299,-1.606,-2.266,1.663,1
22.381,75.299,0.739,2.809,0.123,1
22.393,75.299,-0.569,-2.966,-2.934,1
22.417,75.299,-2.5,1.011,2.575,1
22.436,75.299,3.485,-1.164,1.386,1
22.43,75.299,2.118,3.853,-2.873,1
22.412,75.299,-4.386,-7.269,-0.508,1
22.383,75.299,-1.223,6.96,-1.471,1
22.352,75.299,3.338,-3.806,-1.233,1
22.335,75.299,1.298,0.183,1.755,1
22.345,75.299,-1.347,1.276,2.897,1
22.363,75.299,-3.558,1.295,-2.567,1
22.381,75.299,2.157,-2.615,2.653,1
22.389,75.299,4.808,4.49,3.751,1
22.708,75.299,-5.423,-3.787,-1.24,1
23.43,75.299,-1.311,-0.199,-4.175,1
23.728,75.299,4.31,4.442,-2.7,1
23.287,75.299,-0.477,-5.104,0.247,1
22.804,75.299,-1.477,2.696,-0.593,1
22.695,77.576,-0.608,0.039,0.837,1
22.788,77.581,0.457,-1.026,-1.206,1
22.878,77.581,1.458,1.284,-1.211,1
22.845,77.581,0.389,-2.076,1.143,1
22.773,77.581,-3.541,2.837,-1.116,1
22.742,77.581,1.389,-1.743,-0.275,1
22.74,77.581,3.841,-1.437,-1.023,1
22.739,77.581,-4.115,1.844,-0.349,1
22.748,77.581,-1.116,0.179,1.777,1
22.776,77.581,3.562,-0.519,-0.366,1
22.821,77.581,0.548,-2.962,2.208,1
22.857,77.581,-4.153,6.97,1.232,1
22.869,77.581,1.199,-7.823,-1.304,1
22.856,77.581,3.517,5.627,-1.251,1
22.824,77.581,-3.552,-2.432,1.66,1
22.791,77.581,0.46,-0.824,0.637,1
22.774,77.581,1.621,3.124,-2.876,1
22.779,77.581,-2.133,-4.394,-1.935,1
22.79,77.581,1.806,3.996,0.875,1
22.778,77.581,-0.498,-3.114,2.6,1
22.996,77.581,-1.476,2.63,0.202,1
23.723,77.581,2.46,-2.068,-2.324,1
24.148,77.581,-0.666,1.279,-0.432,1
23.856,77.581,-2.925,0.856,-1.357,1
23.436,77.581,3.416,-2.722,-0.128,1
23.32,76.8,1.283,1.704,0.575,1
23.379,76.805,-4.912,1.27,2.485,1
23.459,76.805,1.743,-3.08,1.521,1
23.457,76.805,3.187,1.851,-1.206,1
23.408,76.805,-2.165,-1.435,-0.888,1
23.393,76.805,-1.469,3.715,-0.711,1
23.396,76.805,0.761,-4.347,-0.644,1
23.394,76.805,1.381,2.676,0.819,1
23.402,76.805,0.701,-0.774,-1.015,1
23.421,76.805,-3.095,0.3,1.955,1
23.445,76.805,0.133,-0.394,-1.361,1
23.471,76.805,3.868,-0.352,-2.808,1
23.477,76.805,-2.688,1.16,0.664,1
23.468,76.805,-1.069,-0.013,0.347,1
23.455,76.805,3.503,-0.227,0.831,1
23.437,76.805,-3.139,-1.85,-0.442,1
23.428,76.805,-1.42,4.276,-1.861,1
23.432,76.805,4.79,-4.158,-0.532,1
23.431,76.805,-1.304,3.338,0.39,1
23.526,76.805,-3.802,-1.094,1.966,1
24.118,76.805,4.056,-0.306,0.515,1
24.932,76.805,0.108,0.615,-2.514,1
25.119,76.805,-3.881,-0.432,0.365,1
24.571,76.805,3.093,1.318,0.737,1
24.061,76.805,2.099,-2.901,-0.938,1
23.943,76.8,-4.884,3.465,-2.807,1
24.021,76.805,0.043,-2.661,1.494,1
24.061,76.805,5.577,0.986,3.91,1
24,76.805,-2.461,1.133,-1.508,1
23.923,76.805,-4.868,-1.41,-1.978,1
23.902,76.805,4.335,0.473,0.665,1
23.901,76.805,3.359,0.637,-0.117,1
23.907,76.805,-6.188,-1.057,0.375,1
23.937,76.805,0.842,0.418,-2.58,1
23.997,76.805,4.124,-0.71,-0.219,1
24.038,76.805,-3.312,0.176,2.11,1
24.052,76.805,-0.386,0.78,-1.422,1
24.045,76.805,2.34,-1.306,-1.667,1
24.03,76.805,-1.594,0.889,2.577,1
24.019,76.805,0.126,0.423,1.499,1
24.025,76.805,0.959,-1.345,-1.661,1
24.04,76.805,-1.457,1.286,-0.799,1
24.044,76.805,-0.225,-3.333,0.508,1
24.132,76.805,1.635,6.742,-0.387,1
24.648,76.805,2.993,-7.864,-3.347,1
25.341,76.805,-6.101,5.459,-0.219,1
25.71,76.805,-2.195,-2.09,1.608,1
25.676,76.805,9.88,0.846,-1.716,1
25.236,76.805,-3.431,-1.704,0.89,1
24.862,76.805,-7.205,1.52,1.89,1
24.801,76.04,6.44,-0.302,-0.477,1
24.855,76.045,1.853,0.273,2.729,1
24.852,76.045,-4.677,-0.989,-1.294,1
24.803,76.045,1.225,1.067,-3.644,1
24.753,76.045,2.032,-0.334,1.211,1
24.738,76.045,-2.925,0.837,-0.362,1
24.741,76.045,1.769,-3.297,-0.294,1
24.762,76.045,0.293,5.729,0.896,1
24.803,76.045,-1.233,-5.713,1.87,1
24.843,76.045,1.299,3.913,1.223,1
24.875,76.045,-1.522,-1.761,-0.897,1
24.868,76.045,1.274,0.182,0.342,1
24.835,76.045,-0.103,0.846,0.907,1
24.785,76.045,-1.334,-1.977,-1.673,1
24.751,76.045,2.285,2.166,0.167,1
24.731,76.045,-2.165,-1.392,1.954,1
24.71,76.045,0.403,-1.087,-1.214,1
24.858,76.045,1.988,3.888,1.216,1
25.432,76.045,-3.383,-5.616,0.947,1
26.032,76.045,2.159,3.901,-0.701,1
26.275,76.045,2.327,-1.145,0.386,1
26.288,76.045,-6.065,0.477,-0.039,1
26.244,76.045,2.78,-0.21,-1.628,1
25.861,76.045,4.839,-0.812,0.581,1
25.211,76.045,-5.696,-0.44,1.433,1
24.808,76.045,-1.141,1.925,0.499,1
24.71,75.294,3.822,-0.875,-1.691,1
24.705,75.299,0.399,-1.546,-2.171,1
24.657,75.299,-1.986,2.595,0.761,1
24.555,75.299,-0.861,-2.754,0.377,1
24.485,75.299,0.47,4.124,-1.038,1
24.502,75.299,3.469,-4.362,1.436,1
24.553,75.299,-1.675,2.805,3.296,1
24.601,75.299,-5.872,-1.464,-1.217,1
24.64,75.299,5.203,0.63,-1.852,1
24.671,75.299,4.269,1.098,-0.638,1
24.68,75.299,-6.014,-2.104,-0.166,1
24.671,75.299,-1.334,1.121,1.698,1
24.652,75.299,3.596,0.642,-0.594,1
24.636,75.299,0.942,-2.915,-1.532,1
24.632,75.299,-1.531,3.745,-2.745,1
24.901,75.299,-2.723,-2.245,1.845,1
25.587,75.299,3.154,1.874,3.403,1
26.129,75.299,1.004,-1.292,-0.011,1
26.274,75.299,-2.718,0.817,0.486,1
26.251,75.299,0.579,-0.747,1.551,1
26.237,75.299,0.876,0.832,-1.759,1
26.286,75.299,-0.004,-1.053,-0.33,1
26.09,75.299,-1.385,1.477,-1.96,1
25.475,75.299,1.018,-3.132,-0.943,1
24.947,75.299,1.622,4.053,1.993,1
24.786,76.04,-2.965,-4.142,-0.238,1
24.781,76.045,-0.363,3.664,-0.983,1
24.742,76.045,4.685,-2.569,-0.893,1
24.656,76.045,-3.099,0.862,-0.34,1
24.589,76.045,-3.044,-0.273,1.486,1
24.602,76.045,3.969,1.417,0.679,1
24.646,76.045,1.41,-2.097,0.423,1
24.678,76.045,-2.36,2.007,-0.916,1
24.697,76.045,-2.484,-0.923,-1.417,1
24.712,76.045,2.837,1.127,2.509,1
24.715,76.045,2.193,-3.011,0.408,1
24.696,76.045,-3.545,3.071,-2.523,1
24.65,76.045,-0.052,-2.71,0.055,1
24.596,76.045,1.9,2.621,0.62,1
24.8,76.045,-0.733,-1.97,-1.602,1
25.407,76.045,0.833,0.654,-0.431,1
25.948,76.045,-2.241,-0.637,0.591,1
26.123,76.045,0.167,0.947,2.173,1
26.115,76.045,4.04,1.525,2.305,1
26.108,76.045,-2.576,-3.323,-1.044,1
26.136,76.045,-2.929,3.282,-1.28,1
26.183,76.045,3.253,-2.921,1.355,1
26.028,76.045,0.358,2.764,-0.188,1
25.396,76.045,-0.659,-1.05,-0.988,1
24.757,76.045,-0.122,-1.523,-0.549,1
24.475,76.04,-1.543,2.469,-0.307,1
24.444,76.045,1.986,-2.813,-0.835,1
24.44,76.045,0.164,2.724,0.602,1
24.408,76.045,-1.829,-0.308,2.5,1
24.349,76.045,1.997,-2.573,-1.934,1
24.342,76.045,-1.315,4.686,-3.293,1
24.389,76.045,-0.661,-5.319,0.013,1
24.427,76.045,2.769,3.668,2.507,1
24.452,76.045,-1.993,-1.192,1.101,1
24.468,76.045,-0.923,-0.198,0.26,1
24.472,76.045,2.709,0.723,0.361,1
24.465,76.045,-1.501,-1.695,-0.918,1
24.437,76.045,-1.741,2.292,-1.219,1
24.378,76.045,3.379,-1.753,-0.333,1
24.519,76.045,-0.786,0.594,1.678,1
25.163,76.045,-4.389,-0.343,0.146,1
25.843,76.045,4.357,-0.272,0.107,1
26.116,76.045,2.716,0.854,-1.093,1
26.136,76.045,-5.423,0.115,-3.719,1
26.119,76.045,-0.502,-0.451,0.513,1
26.139,76.045,4.59,-0.598,-0.626,1
26.106,76.045,-1.589,1.676,-0.289,1
25.603,76.045,-1.624,-2.87,1.192,1
24.824,76.045,1.475,4.713,0.935,1
24.38,79.175,-1.591,-3.924,2.668,1
24.293,79.18,2.436,-1.174,-2.13,1
24.29,79.18,-0.672,5.023,-1.168,1
24.251,79.18,-3.126,-4.053,0.33,1
24.184,79.18,4.03,2.146,-2.229,1
24.159,79.18,-0.718,-1.872,1.955,1
24.203,79.18,-2.108,1.165,-0.563,1
24.255,79.18,1.606,0.712,-0.943,1
24.299,79.18,0.001,-0.818,1.656,1
24.344,79.18,-0.662,0.061,0.859,1
24.371,79.18,0.684,1.006,2.156,1
24.36,79.18,-0.323,-1.915,-0.226,1
24.307,79.18,-0.305,1.115,0.308,1
24.246,79.18,-0.311,1.223,0.616,1
24.187,79.18,1.517,-2.043,0.879,1
24.179,79.18,0.161,-0.721,1.818,1
24.591,79.18,-3.144,3.209,1.274,1
25.373,79.18,0.808,-3.087,-1.144,1
25.903,79.18,4.85,-0.346,-2.419,1
26.016,79.18,-4.072,4.291,0.153,1
26.009,79.18,-3.344,-4.794,-0.511,1
25.97,79.18,6.756,3.289,2.061,1
25.596,79.18,-1.674,-1.143,1.982,1
24.978,79.18,-4.149,-0.316,-4.351,1
24.596,79.18,4.368,0.61,-0.428,1
24.515,79.175,-1.198,-0.489,1.298,1
24.511,79.18,-1.546,-0.292,-2.057,1
24.452,79.18,2.253,1.186,-1.076,1
24.351,79.18,-0.581,-1.634,1.371,1
24.297,79.18,-1.894,1.126,0.88,1
24.308,79.18,2.203,-2.116,-1.322,1
24.364,79.18,-0.384,4.563,-0.076,1
24.427,79.18,-0.717,-8.004,0.455,1
24.472,79.18,0.192,9.932,0.589,1
24.498,79.18,-0.027,-9.343,-0.127,1
24.491,79.18,0.836,8.031,-0.454,1
24.458,79.18,-0.567,-6.157,-0.892,1
24.415,79.18,-0.746,2.804,2.024,1
24.362,79.18,0.892,2.687,0.8,1
24.334,79.18,0.223,-6.625,-1.628,1
24.311,79.18,-0.823,6.142,2.067,1
24.398,79.18,0.067,-3.338,-1.991,1
24.922,79.18,1.308,0.195,-0.913,1
25.57,79.18,-1.13,2.125,0.864,1
25.886,79.18,-1.661,-1.992,0.519,1
25.809,79.18,3.063,0.973,0.734,1
25.273,79.18,0.38,0.593,0.462,1
24.695,79.18,-3.744,-1.65,0.769,1
24.489,80.842,1.886,1.685,-2.586,1
24.493,80.847,0.674,-0.12,1.149,1
24.491,80.847,1.376,-2.303,2.022,1
24.434,80.847,-2.721,3.084,-0.221,1
24.361,80.847,-2.341,-0.256,-1.218,1
24.321,80.847,7.409,-2.104,0.216,1
24.328,80.847,-3,1.915,1.262,1
24.361,80.847,-6.533,0.207,1.406,1
24.412,80.847,7.157,-1.419,-1.415,1
24.468,80.847,2.145,2.43,1.312,1
24.503,80.847,-6.387,-3.944,0.899,1
24.499,80.847,-0.239,5.038,-1.979,1
24.466,80.847,5.186,-5.215,1.187,1
24.421,80.847,-1.094,4.211,-1.258,1
24.384,80.847,-2.798,-2.646,1.312,1
24.361,80.847,0.775,2.084,1.408,1
24.347,80.847,0.078,-1.36,-0.991,1
24.342,80.847,2.816,-0.569,-0.557,1
24.624,80.847,-1.816,1.563,-1.331,1
25.272,80.847,-4.263,-1.882,-0.422,1
25.774,80.847,5.361,3.269,-1.317,1
25.69,80.847,1.868,-4.472,0.964,1
25.046,80.847,-6.293,3.454,1.694,1
24.49,80.847,1.482,-1.932,0.033,1
24.363,81.702,3.735,1.748,-0.288,1
24.422,81.707,-2.356,-1.392,-0.63,1
24.432,81.707,-1.207,-0.142,0.961,1
24.37,81.707,2.052,2.337,-1.231,1
24.303,81.707,-0.201,-2.86,0.144,1
24.281,81.707,-1.846,2.405,1.275,1
24.29,81.707,0.707,-0.934,-0.628,1
24.335,81.707,2.951,-0.217,0.578,1
24.403,81.707,-2.572,0.175,-1.472,1
24.466,81.707,-2.918,1.151,-1.422,1
24.505,81.707,4.999,-3.048,-1.196,1
24.499,81.707,0.175,2.706,-0.504,1
24.471,81.707,-4.929,-1.537,-1.646,1
24.435,81.707,2.511,0.451,-0.486,1
24.41,81.707,2.295,1.385,1.509,1
24.404,81.707,-1.255,-3.544,0.247,1
24.408,81.707,-3.62,4.324,-0.315,1
24.401,81.707,3.774,-4.528,1.026,1
24.531,81.707,1.648,4.321,-0.642,1
25.077,81.707,-5.502,-2.356,0.017,1
25.611,81.707,3.108,1.462,1.227,1
25.591,81.707,2.521,-0.386,0.668,1
24.988,81.707,-4.3,-1.464,3.068,1
24.414,81.707,1.065,2.669,1.025,1
24.263,79.175,1.792,-2.687,-0.912,1
24.333,79.18,-1.631,3.296,-1.472,1
24.359,79.18,0.296,-3.874,-2.625,1
24.305,79.18,1.213,2.572,-0.787,1
24.251,79.18,-0.749,-1.4,-0.134,1
24.225,79.18,-3.311,1.789,-0.917,1
24.226,79.18,3.446,-1.868,2.456,1
24.239,79.18,3.03,2.011,-2.975,1
24.276,79.18,-4.535,-1.423,-0.253,1
24.327,79.18,-1.406,-0.666,2.855,1
24.36,79.18,3.639,2.621,1.026,1
24.367,79.18,1.117,-1.766,-0.149,1
24.357,79.18,-3.409,-1.346,-0.555,1
24.342,79.18,-1.846,6.084,-1.1,1
24.309,79.18,5.997,-9.808,-1.736,1
24.286,79.18,-0.511,10.568,0.997,1
24.273,79.18,-7.184,-9.655,1.275,1
24.264,79.18,4.091,6.493,-2.205,1
24.304,79.18,5.44,-2.457,-1.657,1
24.687,79.18,-6.454,-0.26,0.232,1
25.295,79.18,-1.115,-0.055,0.49,1
25.662,79.18,4.387,1.86,1.464,1
25.567,79.18,-0.683,-3.298,-2.56,1
24.906,79.18,-0.55,2.504,-3.041,1
24.192,79.18,-1.334,-0.938,2.031,1
23.908,76.8,-0.162,-0.85,0.817,1
23.891,76.805,1.104,2.13,0.128,1
23.897,76.805,1.217,-2.433,-0.547,1
23.869,76.805,-1.258,3.459,-0.782,1
23.83,76.805,-1.431,-3.083,-1.763,1
23.814,76.805,2.669,0.507,1.697,1
23.819,76.805,-0.433,0.179,-2.281,1
23.838,76.805,-2.465,0.481,-7.412,1
23.875,76.805,2.259,1.287,3.079,1
23.921,76.805,0.625,-4.221,4.139,1
23.952,76.805,-2.774,4.787,1.6,1
23.953,76.805,1.781,-2.965,0.577,1
23.932,76.805,1.462,0.33,1.436,1
23.894,76.805,-2.024,0.241,-1.014,1
23.861,76.805,-1.135,1.488,0.856,1
23.837,76.805,-0.534,-3.117,0.248,1
23.809,76.805,4.388,2.05,-1.372,1
23.788,76.805,0.129,2.244,0.314,1
24.053,76.805,-5.085,-5.536,1.289,1
24.69,76.805,1.093,7.236,0.17,1
25.158,76.805,3.3,-6.997,-0.6,1
25.28,76.805,-0.461,7.548,-1.645,1
25.251,76.805,-2.326,-8.201,-1.495,1
24.862,76.805,-0.269,7.18,0.772,1
24.099,76.805,2.086,-3.688,-0.008,1
23.521,76.805,0.724,-0.791,0.828,1
23.352,74.563,-2.934,1.154,0.079,1
23.344,74.568,0.141,1.809,-1.425,1
23.325,74.568,3.093,-3.788,0.494,1
23.265,74.568,-1.781,3.385,-1.165,1
23.21,74.568,-0.228,-2.709,0.665,1
23.213,74.568,-0.584,2.645,2.061,1
23.247,74.568,-0.614,-2.335,3.286,1
23.291,74.568,4.769,1.436,1.586,1
23.344,74.568,-3.971,0.634,-1.885,1
23.383,74.568,-3.231,-3.328,-1.946,1
23.393,74.568,6.77,4.239,0.445,1
23.376,74.568,-1.572,-1.879,-0.209,1
23.34,74.568,-3.58,-2.638,-0.773,1
23.297,74.568,2.071,5.485,0.336,1
23.278,74.568,0.006,-4.499,0.66,1
23.264,74.568,1.117,1.621,-0.072,1
23.267,74.568,-0.118,0.726,0.459,1
23.598,74.568,-3.405,-2.01,3.043,1
24.278,74.568,2.667,1.882,1.226,1
24.761,74.568,1.853,-0.564,-1.249,1
24.878,74.568,-2.968,-1.343,0.21,1
24.872,74.568,-0.332,2.85,0.314,1
24.797,74.568,2.525,-3.523,-1.005,1
24.312,74.568,-0.498,1.894,-0.459,1
23.646,74.568,-2.496,0.608,-1.854,1
23.279,75.294,1.779,-1.047,1.006,1
23.2,75.299,1.519,-0.913,0.495,1
23.197,75.299,-2.045,2.443,-0.521,1
23.155,75.299,-0.721,-0.902,-1.118,1
23.08,75.299,1.654,-2.475,0.178,1
23.055,75.299,0.546,3.158,1.083,1
23.083,75.299,-1.764,-2.984,1.172,1
23.131,75.299,0.231,3.214,0.528,1
23.176,75.299,0.831,-0.779,-0.794,1
23.206,75.299,0.748,-1.369,0.684,1
23.211,75.299,-1.886,1,1.568,1
23.188,75.299,0.444,1.361,-1.106,1
23.143,75.299,1.229,-1.989,-3.877,1
23.092,75.299,-1.853,0.429,0.222,1
23.051,75.299,1.857,0.085,3.179,1
23.12,75.299,0.021,0.475,0.611,1
23.587,75.299,-2.886,0.232,-0.039,1
24.187,75.299,2.232,-2.087,-0.54,1
24.507,75.299,2.419,4.673,-1.41,1
24.548,75.299,-4.843,-4.821,-1.598,1
24.532,75.299,1.615,1.64,1.136,1
24.564,75.299,2.648,2.346,-0.437,1
24.352,75.299,-2.608,-6.036,0.348,1
23.721,75.299,-0.293,6.756,0.76,1
23.149,75.299,0.247,-5.753,-0.446,1
22.953,78.367,2.021,2.912,2.609,1
22.933,78.372,-0.853,-0.226,-2.28,1
22.921,78.372,-2.707,-1.237,-1.465,1
22.87,78.372,3.049,2.884,2.25,1
22.836,78.372,0.68,-5.214,0.125,1
22.869,78.372,-2.712,5.292,-1.666,1
22.936,78.372,0.162,-1.429,3.218,1
22.99,78.372,0.622,-3.294,2.576,1
23.08,78.372,0.977,4.245,-1.641,1
23.165,78.372,0.428,-2.763,-1.393,1
23.215,78.372,-1.428,1.289,-1.049,1
23.239,78.372,-1.604,-1.505,0.308,1
